,primaryTitle,isAdult,startYear,runtimeMinutes,genres,PolloRating
23323,The Astounding She-Monster,0,1957,62,"Crime,Horror,Sci-Fi",0.16841820771492305
75570,Beast in Space,1,1980,86,"Adult,Sci-Fi",0.1683891625987026
140461,Gomer and Ed Lost in Space,0,2000,60,"Action,Comedy,Sci-Fi",0.16820360245483118
240842,Candela,0,2019,114,"Drama,Sci-Fi",0.16820360245483118
278037,Malvineitor,0,2017,100,"Action,Comedy,Sci-Fi",0.16816465364275923
201004,Single Minded,0,2010,109,"Action,Drama,Sci-Fi",0.16816465364275923
267510,Incoming,0,2018,89,"Action,Sci-Fi,Thriller",0.1681395183184109
286810,Stargate: Base Gamma,0,2017,127,Sci-Fi,0.1681338096479495
248924,The Arti: The Adventure Begins,0,2015,\N,"Animation,Fantasy,Sci-Fi",0.16812167837570594
54494,Aftershock,0,1990,91,"Action,Sci-Fi",0.16811102401261419
163104,World's End,0,2010,101,"Action,Sci-Fi",0.16805924939049038
118493,Street Rats,0,1996,129,Sci-Fi,0.168033807636052
149646,Jazavac Pred Sudom: With the Badger on Trial,0,2020,85,"History,Sci-Fi",0.16799736285397787
222365,The Ozone Layer Vanishes,0,1990,93,Sci-Fi,0.16798880785459666
188868,Browncoats: Redemption,0,2010,96,Sci-Fi,0.16797192967029045
90036,Älgigen,0,1999,\N,"Adventure,Comedy,Sci-Fi",0.16789976703787837
239632,Chicago Rot,0,2016,103,"Drama,Horror,Sci-Fi",0.167896949694333
180426,Discontinued,0,2022,92,"Comedy,Sci-Fi",0.16784306099178167
150596,Return to Horror Hotel,0,2019,83,"Horror,Sci-Fi",0.1678296881773953
259924,Diminuendo,0,2018,106,"Romance,Sci-Fi",0.16777742911477683
195683,The Prototype,0,2022,97,"Action,Sci-Fi,Thriller",0.1677407576273973
122637,Alien Sex Party,0,2003,87,"Comedy,Sci-Fi",0.1677144062127598
34716,La ragazza di latta,0,1970,95,"Comedy,Fantasy,Sci-Fi",0.16771404866409326
102933,Conquistador de la luna,0,1960,80,"Comedy,Fantasy,Sci-Fi",0.16771404866409326
184065,Sacrifice,0,2010,67,Sci-Fi,0.16771404866409326
231983,The Veil,0,2017,93,"Action,Adventure,Sci-Fi",0.16769759615674368
175510,2084,0,2009,83,"Horror,Sci-Fi,Thriller",0.16766115909422244
244569,Haphead,0,2015,70,Sci-Fi,0.16766115909422244
277437,The Bestowal,0,2018,90,"Drama,Romance,Sci-Fi",0.16763152344838173
31916,The Projected Man,0,1966,77,"Horror,Sci-Fi",0.16762138102683888
126627,Thunder of Gigantic Serpent,0,1988,87,"Action,Horror,Sci-Fi",0.1676167890071252
194614,The Package Vol. 1,0,2010,\N,"Action,Sci-Fi,Thriller",0.16760115102718215
61295,Watchers III,0,1994,84,"Horror,Sci-Fi",0.16751103305790332
260590,Weresquito: Nazi Hunter,0,2016,78,"Horror,Sci-Fi,War",0.16749926423658493
150085,Exposure 36,0,2022,92,"Sci-Fi,Thriller",0.16745817426498147
112008,Çilgin kiz ve üç süper adam,0,1973,65,"Action,Sci-Fi",0.16743862167158047
253512,Puppet Master: Axis Termination,0,2017,75,"Fantasy,Horror,Sci-Fi",0.16741173511308313
216621,Tak pakhnet lyubov,0,2012,66,"Action,Drama,Sci-Fi",0.16730820854606213
251488,Made in Taiwan,0,2015,78,"Drama,Sci-Fi",0.16730820854606213
29349,The Wrestling Women vs. the Aztec Mummy,0,1964,85,"Adventure,Horror,Sci-Fi",0.1672692258595576
127002,Cemetery Gates,0,2006,92,"Action,Horror,Sci-Fi",0.16723295415515393
94265,Return from Orbit,0,1984,89,Sci-Fi,0.1671958737154612
246998,Danny Johnson Saves the World,0,2015,68,"Adventure,Family,Sci-Fi",0.1671958737154612
182907,Journey to the West,0,2021,111,"Comedy,Sci-Fi",0.1671474830923183
262613,Future Lies,0,2018,118,"Sci-Fi,Thriller",0.1671474830923183
144046,Bharathan,0,2007,\N,"Drama,Sci-Fi",0.16713504376696176
205979,The Mark,0,2012,95,"Action,Fantasy,Sci-Fi",0.16712542428815144
62497,Savage,0,1996,99,"Action,Sci-Fi,Thriller",0.16710520659710057
26441,Assignment: Outer Space,0,1960,73,Sci-Fi,0.1670752673318349
50621,The Great Movie Robbery,0,1986,77,"Comedy,Sci-Fi",0.16706256107996278
44721,Sensitive Spots,0,1981,89,Sci-Fi,0.16702444218143114
250483,Electric Nostalgia,0,2016,91,"Drama,Horror,Sci-Fi",0.16702444218143114
275088,Landscape with Invisible Hand,0,2023,94,"Adventure,Drama,Sci-Fi",0.16702444218143114
148095,Expired,0,2022,102,"Romance,Sci-Fi",0.1670176626350018
50534,Star Crystal,0,1986,91,"Horror,Sci-Fi,Thriller",0.16699268759724106
229451,5th Passenger,0,2017,89,"Sci-Fi,Thriller",0.166957940966993
220658,R.E.D.D.,0,2015,93,Sci-Fi,0.1669234136141199
189975,Sensory Perception,0,2019,92,"Sci-Fi,Thriller",0.16690951509843846
98832,Shani,0,1989,\N,Sci-Fi,0.16690951509843846
241733,Al centro de la Tierra,0,2015,85,"Drama,Family,Sci-Fi",0.16685885972030123
201174,Area 51 Confidential,0,2011,75,"Horror,Sci-Fi,Thriller",0.16683972560993487
179155,Alien Ecstasy,0,2009,90,Sci-Fi,0.1668366907453825
24842,Santo vs. the Evil Brain,0,1961,73,"Action,Adventure,Sci-Fi",0.16681840239498308
44435,"Gamera, Super Monster",0,1980,92,"Action,Family,Sci-Fi",0.16674669916762375
40515,Spermula,0,1976,103,"Horror,Sci-Fi",0.16669933637874668
46481,Angel of H.E.A.T.,0,1983,93,"Action,Comedy,Sci-Fi",0.16669933637874668
204148,"Buenas noches, España",0,2011,70,"Drama,Sci-Fi",0.1666477345983125
204218,Zhan shen,0,1976,91,"Fantasy,Sci-Fi",0.1666477345983125
195233,Found in Time,0,2012,91,"Sci-Fi,Thriller",0.16663548335413483
90683,Tunnel Under the World,0,1969,70,Sci-Fi,0.16663207397142416
47375,Unikum,0,1984,90,"Comedy,Sci-Fi",0.16663207397142416
65041,The Maze,0,1997,88,"Drama,Fantasy,Sci-Fi",0.16663207397142416
108104,Guardian,0,2001,89,"Action,Sci-Fi,Thriller",0.16659004274248107
219543,El Xendra,0,2012,112,Sci-Fi,0.16654560025800658
253515,Crossbreed,0,2019,86,"Action,Comedy,Sci-Fi",0.1665183647446283
214746,The Drift,0,2014,101,"Horror,Sci-Fi",0.1664689404337464
94169,Petlya Oriona,0,1981,85,Sci-Fi,0.16640696846109232
194809,The Collapsed,0,2011,82,"Drama,Horror,Sci-Fi",0.16638110880953963
245062,The Sun,0,2016,129,Sci-Fi,0.16637758942632516
248091,Cygnus,0,2017,87,"Horror,Sci-Fi,Thriller",0.16633347235911541
181902,The Blackout,0,2009,80,"Horror,Sci-Fi,Thriller",0.16629181214127098
11870,Sideral Cruises,0,1942,95,Sci-Fi,0.16622822071259563
196431,The Untitled Kartik Krishnan Project,0,2010,75,"Drama,Mystery,Sci-Fi",0.166117264788211
254317,Psychedelia,0,2016,73,"Fantasy,Horror,Sci-Fi",0.16610247925250285
215536,Queen Crab,0,2015,80,"Action,Horror,Sci-Fi",0.16610193527107903
68828,Watchers Reborn,0,1998,90,"Horror,Sci-Fi",0.16609780514989456
111625,Frog-g-g!,0,2004,80,"Comedy,Horror,Sci-Fi",0.16607949005968828
47561,Biohazard,0,1985,84,"Horror,Sci-Fi",0.1659973255267568
66052,Robo Vampire,0,1988,90,"Action,Horror,Sci-Fi",0.16596511700012295
236758,Moontrap: Target Earth,0,2017,85,"Action,Adventure,Sci-Fi",0.1658953058745734
199013,Omar Sheriff,0,2022,65,Sci-Fi,0.16584215461438867
128834,Rip Cage,0,2007,\N,"Horror,Mystery,Sci-Fi",0.16582802917248474
182108,Stone Seeker,0,2018,84,Sci-Fi,0.16582802917248474
40690,Aliens from Spaceship Earth,0,1977,70,"Documentary,Sci-Fi",0.16582802917248474
249740,Eternity Hill,0,2016,56,"Drama,Sci-Fi",0.16582085543766378
125677,Dreamland,0,2007,77,"Horror,Mystery,Sci-Fi",0.16581681642715174
64567,City of Dark,0,1997,116,"Drama,Mystery,Sci-Fi",0.16574820318739697
42066,Laserblast,0,1978,85,"Horror,Sci-Fi",0.16574488038494067
41434,Starship Invasions,0,1977,89,Sci-Fi,0.16573346802999073
257925,Stasis,0,2017,90,"Action,Adventure,Sci-Fi",0.1657265208701044
160521,The Washing Machine,0,2020,110,"Comedy,Fantasy,Sci-Fi",0.1657257004973664
211923,Ingénue,0,2013,80,"Drama,Family,Sci-Fi",0.16569164403036574
174500,Red String of Fate,0,2021,\N,"Romance,Sci-Fi",0.16569164403036574
205455,Alien Uprising,0,2012,101,"Comedy,Horror,Sci-Fi",0.16565289158160698
232400,Hot,0,2016,90,"Comedy,Drama,Sci-Fi",0.1656345849447493
266278,Cold Zone,0,2017,85,"Action,Sci-Fi",0.1656004570974366
134398,Automatons,0,2006,83,"Horror,Sci-Fi",0.1655823569489059
30266,Grave Robbers,0,1966,85,"Adventure,Horror,Sci-Fi",0.16550671887220028
172656,Interplanetary,0,2008,85,"Comedy,Horror,Sci-Fi",0.16546243352344986
214119,Star Wars: Threads of Destiny,0,2014,110,"Action,Adventure,Sci-Fi",0.16538772773079288
130469,Green Eyes for Anastice,0,2004,93,Sci-Fi,0.1653052448487276
102639,Superstarlet A.D.,0,2000,70,"Comedy,Musical,Sci-Fi",0.16527799913650948
129065,Disconnect,0,2010,112,"Drama,Mystery,Sci-Fi",0.16527330683492075
161023,Denizen,0,2010,83,"Action,Horror,Sci-Fi",0.1652203000015443
8022,Ghost Patrol,0,1936,60,"Crime,Romance,Sci-Fi",0.16518870613682185
100189,The Reversal of Richard Sun,0,1970,55,"Action,Sci-Fi",0.16518639486201278
82989,Cinco gallinas y el cielo,0,1957,75,"Comedy,Drama,Sci-Fi",0.16518639486201278
144877,Out of State,0,2006,76,"Horror,Sci-Fi",0.16518639486201278
144114,"Bikini-Blitzkrieg, Part One: Dance Domination",0,2006,76,Sci-Fi,0.1651473118405361
169822,Sindrome de Pinocchio,0,2008,90,"Drama,Fantasy,Sci-Fi",0.1650908134207407
62270,Naked Souls,0,1996,85,"Sci-Fi,Thriller",0.1650859957751705
203929,Raiders of Galaxy,0,1982,69,"Action,Animation,Sci-Fi",0.16502969542076626
90041,Abra Cadabra,0,1983,84,"Animation,Fantasy,Sci-Fi",0.16502969542076626
185990,Single Shankarum Smartphone Simranum,0,2023,128,"Comedy,Drama,Sci-Fi",0.16502969542076626
172134,The Whisperer in Darkness,0,2007,105,Sci-Fi,0.1650073798712486
191812,Deep Contact,0,1998,60,"Comedy,Romance,Sci-Fi",0.1650073798712486
60873,Project Shadowchaser II,0,1994,94,"Action,Sci-Fi",0.16497786090746908
61862,Galaxis,0,1995,91,"Action,Sci-Fi,Thriller",0.16495524391634944
33149,The Astro-Zombies,0,1968,92,"Horror,Sci-Fi",0.16495237146258565
255875,Kandam,0,2017,100,Sci-Fi,0.1649481741042615
49363,Shadey,0,1985,90,"Comedy,Sci-Fi",0.16492935438096262
233284,Abduct,0,2016,88,"Mystery,Sci-Fi,Thriller",0.16489665263800357
197004,Cell Count,0,2012,96,"Horror,Sci-Fi,Thriller",0.16487275586475425
70776,Mars,0,1997,91,"Action,Sci-Fi",0.16484080087601774
240611,90 Minutes of the Fever,0,2016,90,"Sci-Fi,Thriller",0.16483687094394336
163082,2033,0,2009,100,"Adventure,Sci-Fi",0.164834831231534
288094,Time Apart,0,2020,80,"Drama,Romance,Sci-Fi",0.1646910585409622
31644,Glorious Times in the Spessart,0,1967,105,"Comedy,Sci-Fi",0.1646746425930091
140462,Gomer and Ed in West Hollywood,0,2001,60,"Action,Comedy,Sci-Fi",0.16463407492403057
69236,Galax Man-Doll,0,1984,72,"Fantasy,Romance,Sci-Fi",0.1646298462755737
13179,Szíriusz,0,1942,98,"History,Romance,Sci-Fi",0.1646298462755737
66857,The Curious Female,0,1970,87,"Comedy,Sci-Fi",0.16458259763982033
169268,Wu Lin: The Society,0,2022,\N,"Action,Crime,Sci-Fi",0.1645808579717724
211350,Give Me an A,0,2022,\N,"Comedy,Horror,Sci-Fi",0.1645808579717724
246498,TED Rising,0,2016,50,"Action,Adventure,Sci-Fi",0.16451685253990686
160722,Star Wars: Hand of the Empire,0,2019,50,"Action,Sci-Fi",0.16449053661875093
283340,A Hero to the End,0,2014,\N,"Drama,Sci-Fi",0.1644750513054587
241213,Canaries,0,2017,84,"Comedy,Horror,Sci-Fi",0.16447015504087428
199187,Denshi Sentai Denjiman: The Movie,0,1980,\N,"Action,Sci-Fi",0.1644548353786399
32695,Mission Mars,0,1968,95,Sci-Fi,0.1644112907168558
240940,Bad Blood: The Movie,0,2016,80,"Fantasy,Horror,Sci-Fi",0.16440125295371602
258885,The Bobot,0,2018,100,"Adventure,Family,Sci-Fi",0.1643990965757011
56137,Future Kick,0,1991,76,"Action,Sci-Fi",0.1643847064887609
18906,Lost Continent,0,1951,83,"Adventure,Fantasy,Sci-Fi",0.16437441843280895
49470,Slices of Life,0,1985,91,"Comedy,Sci-Fi",0.16436412675853004
37007,Blackenstein,0,1973,78,"Horror,Sci-Fi",0.16431275897453362
37114,Deep Throat Part II,0,1974,83,"Comedy,Sci-Fi",0.16425868562963036
275385,Radio Mary,0,2017,77,"Mystery,Sci-Fi",0.16423950278617705
114957,The Wesley's Mysterious File,0,2002,88,"Action,Romance,Sci-Fi",0.1641033413958738
247871,Brain Fluid Explosion Girl,0,2015,77,"Action,Comedy,Sci-Fi",0.16403198093147006
240301,Lost Solace,0,2016,106,"Drama,Sci-Fi,Thriller",0.16399438543777997
286869,A Feral World,0,2020,104,"Drama,Sci-Fi",0.16391691152821797
199786,Backwards Faces,0,2022,68,"Comedy,Sci-Fi",0.16389245199778835
184053,Adolescence Changes in the Coronavirus Environment. How does a teenager react to a claustrophobic pandemic?,0,2021,\N,"Documentary,Drama,Sci-Fi",0.16389245199778835
62314,Not Like Us,0,1995,87,"Horror,Sci-Fi",0.16376333905456222
258185,Spider-Man: Vengeance,0,2016,58,"Action,Sci-Fi",0.16372514746845715
193687,Lys,0,2010,52,"Drama,Fantasy,Sci-Fi",0.16372514746845715
221656,Beverly H.,0,2022,84,"Drama,Sci-Fi,Thriller",0.16372253622059274
158691,Chrysalis,0,2008,88,Sci-Fi,0.1637155205967805
120250,Ainoa,0,2005,95,"Adventure,Sci-Fi",0.16368721644736892
273860,Ghost of the Golden Groves,0,2019,98,"Fantasy,Horror,Sci-Fi",0.16365755914524116
79053,Femalien 2,0,1998,92,Sci-Fi,0.16362021158232024
168366,8-ka de shinda kaijû no 12-nichi no monogatari,0,2020,88,"Comedy,Drama,Sci-Fi",0.16361777578743408
159062,Yesterday There Were Strange Things in the Sky,0,2019,109,"Drama,Sci-Fi",0.16361777578743408
85066,Sex Wars,1,1985,81,"Adult,Comedy,Sci-Fi",0.1636064316814312
55878,Blue Tornado,0,1991,87,"Action,Sci-Fi,Thriller",0.1635882759760254
99353,Sex Files: Pleasureville,0,2000,79,Sci-Fi,0.16351532235711497
2478,The Power God,0,1925,300,"Action,Adventure,Sci-Fi",0.1634837439332628
68439,La isla de los dinosaurios,0,1967,87,"Adventure,Fantasy,Sci-Fi",0.1634678281516189
266455,The Good Neighbour,0,2019,113,Sci-Fi,0.16343423389701683
175036,The Dark Lurking,0,2009,97,"Action,Horror,Sci-Fi",0.16338331494609568
47871,The Astral Factor,0,1978,85,"Crime,Sci-Fi,Thriller",0.16333761268785035
35437,Le martien de Noël,0,1971,65,"Family,Sci-Fi",0.1633112293100012
89201,Ultraman: Monster Big Battle,0,1979,100,"Action,Fantasy,Sci-Fi",0.16321863441797219
144979,Próxima,0,2007,116,Sci-Fi,0.16321468825284646
49801,City of Shadows,0,1987,92,"Action,Sci-Fi,Thriller",0.16321468825284646
198766,AUN: The Beginning and the End of All Things,0,2011,100,"Fantasy,Sci-Fi",0.16320801332146154
195854,Jesus H. Zombie,0,2006,47,"Comedy,Horror,Sci-Fi",0.16320588942691205
212748,The Mechanical Bride,0,2012,76,"Documentary,Fantasy,Sci-Fi",0.16319743820100707
227635,Cybornetics: Urban Cyborg,0,2013,111,Sci-Fi,0.16319743820100707
164332,Interceptor,0,2009,90,"Action,Sci-Fi,Thriller",0.16319077818245217
54798,Dune Warriors,0,1991,78,"Action,Adventure,Sci-Fi",0.16312835089549482
244448,Arcadia,0,2016,90,"Action,Sci-Fi,Thriller",0.16309239200796588
253450,Chronicles of Humanity: Redemption,0,2015,62,"Action,Animation,Sci-Fi",0.16304111700666196
185301,Zemun,0,2021,86,"Drama,Sci-Fi,Thriller",0.16303369866811157
202204,Piranha Women,0,2022,64,"Horror,Sci-Fi",0.16302507538532165
99684,A.Li.Ce,0,2000,85,"Animation,Sci-Fi",0.16302507538532165
55998,Dead Space,0,1991,72,"Horror,Sci-Fi",0.16300931436810567
150671,Don't Speak,0,2020,83,"Horror,Sci-Fi,Thriller",0.16300931436810567
172226,Realidad Virtual,0,2021,85,"Horror,Sci-Fi,Thriller",0.16299314211626667
272914,Enjoy Your Trip to Hell,0,2017,76,Sci-Fi,0.16297426453073122
206986,The 33D Invader,1,2011,82,"Comedy,Sci-Fi",0.1629649509386542
241224,Another Assembly,0,2014,55,"Family,Musical,Sci-Fi",0.16296254079161895
208685,An Human,0,2011,101,"Drama,Mystery,Sci-Fi",0.16296254079161895
241411,14 Days,0,2014,54,"Drama,Romance,Sci-Fi",0.16296254079161895
141354,The Lords of Praxton,0,2006,135,"Fantasy,Mystery,Sci-Fi",0.1629399256195302
114658,Time Conqueror,0,1987,105,"Drama,Sci-Fi",0.16287962809645107
73649,Urutora Q za mûbi: Hoshi no densetsu,0,1990,112,"Adventure,Sci-Fi",0.16287962809645107
234365,Out of Time,0,2021,90,"Horror,Mystery,Sci-Fi",0.1628567873214106
220890,Unidentified,0,2013,90,"Comedy,Horror,Sci-Fi",0.16275069351867263
252578,Power Rangers: Zenith,0,2016,80,"Action,Fantasy,Sci-Fi",0.16274886511620465
153061,Space Battleship Yamato 2205: The New Voyage,0,2021,103,"Action,Animation,Sci-Fi",0.16274886511620465
251175,The Laws of the Universe Part 0,0,2015,125,"Action,Animation,Sci-Fi",0.16270060150617163
197246,Parody Movie,0,2009,81,"Adventure,Comedy,Sci-Fi",0.16270060150617163
272201,Tales of Tomorrow,0,2020,85,"Fantasy,Sci-Fi",0.16269940104443129
179243,Destination: Outer Space,0,2010,94,"Adventure,Sci-Fi",0.16268967932937
60455,Invisible: The Chronicles of Benjamin Knight,0,1993,83,"Action,Sci-Fi",0.16259564448180414
32131,The Vulture,0,1966,91,"Horror,Mystery,Sci-Fi",0.16251779300797853
93054,Female Inquisitor,0,1987,70,"Horror,Sci-Fi",0.1624328521139112
288681,Star Trek Enterprise II: Der Anfang vom Ende,0,2016,58,"Animation,Sci-Fi",0.16240929012775987
271794,Variant,0,2020,91,"Sci-Fi,Thriller",0.16240831470549744
154356,Panacea,0,2019,75,"Drama,Sci-Fi,Thriller",0.162367885737481
72199,Sexy Timetrip Ninjas,0,1984,65,"Comedy,Sci-Fi",0.1623434714937806
245685,The Rift: Dark Side of the Moon,0,2016,90,"Horror,Sci-Fi,Thriller",0.16233733874877224
69715,The Little Girl Who Conquered Time,0,1997,106,Sci-Fi,0.16230391806202574
285226,I Am Toxic,0,2018,76,"Action,Horror,Sci-Fi",0.16228532037604093
71144,I Was a Zombie for the F.B.I.,0,1982,105,"Comedy,Sci-Fi",0.16226635667649636
173302,Say Goodbye to Hollywood,0,2022,\N,"Drama,Fantasy,Sci-Fi",0.16226281771864884
144343,Pesticide,0,2008,\N,"Action,Horror,Sci-Fi",0.16226281771864884
259596,Fagyott május,0,2017,72,"Horror,Sci-Fi,Thriller",0.1621606648163305
122539,Rottweiler,0,2004,95,"Action,Horror,Sci-Fi",0.1621434432141818
35526,Octaman,0,1971,79,"Horror,Sci-Fi",0.16214313688883433
31729,The Killing Bottle,0,1967,93,"Action,Adventure,Sci-Fi",0.16207155813906343
24093,The Unearthly,0,1957,73,"Horror,Sci-Fi",0.16205414151499706
265417,2099: The Soldier Protocol,0,2019,85,"Action,Sci-Fi",0.1620421871094539
52010,Transformations,0,1988,84,"Horror,Sci-Fi",0.16203355185097884
195513,Escape from New Jersey,0,2010,45,"Action,Adventure,Sci-Fi",0.16202994949844013
261250,Patient 62,0,2016,81,"Sci-Fi,Thriller",0.16201667411246934
175888,Ayar,0,2021,84,"Drama,Sci-Fi,Thriller",0.1620029626044028
170991,Future X-Cops,0,2010,99,"Action,Sci-Fi",0.161990825089274
34712,When Women Had Tails,0,1970,105,"Comedy,Fantasy,Sci-Fi",0.16196067442695755
105469,Killer Rats,0,2003,92,"Horror,Sci-Fi,Thriller",0.16190652676112033
33142,Armageddon,0,1969,\N,"Action,Sci-Fi",0.16186685349434685
197070,Evil Bong 3: The Wrath of Bong,0,2011,87,"Comedy,Horror,Sci-Fi",0.16180768120427033
108046,I Was a Teenage Zabbadoing,0,1988,68,"Comedy,Horror,Sci-Fi",0.16178245034480312
256689,Black Petunia,0,2016,85,"Drama,Mystery,Sci-Fi",0.16177644432942812
52575,The Lawless Land,0,1988,81,"Action,Adventure,Sci-Fi",0.16175519806705865
134583,Candy Stripers,0,2006,89,"Horror,Sci-Fi",0.16168802844010588
245173,In Memory Of,0,2018,122,"Adventure,Horror,Sci-Fi",0.16166487609669838
206637,Death Happen,0,2009,76,"Action,Horror,Sci-Fi",0.16166487609669838
206205,Spanners,0,2013,85,"Fantasy,Mystery,Sci-Fi",0.16164836962188953
206877,Schilf,0,2012,90,"Drama,Sci-Fi,Thriller",0.16160611941186254
255715,Phuntroo,0,2016,142,Sci-Fi,0.1615847396980804
50754,Alien Private Eye,0,1989,95,"Action,Sci-Fi",0.16151949093803217
239417,Teddy Bomb,0,2014,75,"Action,Comedy,Sci-Fi",0.1614742161739752
121113,Fifth City,0,2003,\N,"Action,Comedy,Sci-Fi",0.1614742161739752
263114,Girls in Trouble: Space Squad - Episode Zero,0,2017,55,"Action,Comedy,Sci-Fi",0.16138453749044612
248841,AKIYO,0,2015,75,"Drama,Music,Sci-Fi",0.16138453749044612
60108,Cyborg Cop II,0,1994,97,"Action,Sci-Fi,Thriller",0.1613352054263201
235328,Robo-Dog,0,2015,87,"Family,Sci-Fi",0.16132857298092518
186183,A World Without,0,2021,107,"Drama,Mystery,Sci-Fi",0.1612997407412937
142541,Chile Puede,0,2008,85,"Comedy,Sci-Fi",0.16125844463903433
19390,Captive Women,0,1952,64,Sci-Fi,0.1612540307356636
28152,The Underwater City,0,1962,78,Sci-Fi,0.16125305248347882
117017,Sumuru,0,2003,94,"Adventure,Fantasy,Sci-Fi",0.16119651474580451
64974,Lift,0,1997,91,Sci-Fi,0.16113617359503454
53248,Alienator,0,1990,93,"Action,Sci-Fi",0.16112859405627994
159559,Cosmic Sin,0,2021,88,"Action,Sci-Fi",0.1610936582766493
29020,Monstrosity,0,1963,65,"Horror,Mystery,Sci-Fi",0.16108291048938164
131095,Sex,0,2003,82,Sci-Fi,0.16107766684441338
73604,Starship Eros,1,1980,67,"Adult,Sci-Fi",0.16107361172810217
182603,P1H: The Beginning of a New World,0,2020,98,"Action,Drama,Sci-Fi",0.16102882056933945
280912,Mute Date,0,2019,81,"Comedy,Sci-Fi",0.16102882056933945
109722,Power King,0,1995,71,"Action,Horror,Sci-Fi",0.16101747525478988
191642,Madelines,0,2022,80,"Comedy,Horror,Sci-Fi",0.1610077289666274
34784,Signale - Ein Weltraumabenteuer,0,1970,90,Sci-Fi,0.1609967577736305
45393,Trashi,1,1981,73,"Adult,Comedy,Sci-Fi",0.16094757797956571
272876,Anomalia,0,2019,\N,"Drama,Romance,Sci-Fi",0.1609295296095917
134057,Sigma,0,2005,85,"Action,Sci-Fi,Thriller",0.16087325603482647
85109,2090,0,1996,91,Sci-Fi,0.16087325603482647
75662,Invasion: Stanford 1991 A.D.,0,1990,\N,"Comedy,Sci-Fi",0.1608577156407217
258320,Day of Reckoning,0,2016,85,"Action,Horror,Sci-Fi",0.16076890023850562
279006,Hover,0,2018,86,Sci-Fi,0.1607497132060825
133035,Batang-X,0,1995,\N,"Action,Fantasy,Sci-Fi",0.1607456248055787
31003,The Navy vs. the Night Monsters,0,1966,87,"Horror,Sci-Fi",0.16074468962669608
255010,Wonderland,0,2016,80,"Comedy,Sci-Fi",0.16067420345459726
125030,The Bionic Boy,0,1977,95,"Action,Crime,Sci-Fi",0.16063176928722336
178746,Timetravel_0,0,2009,72,"Drama,Sci-Fi",0.16059997151737995
247367,Pete Winning and the Pirates,0,2015,93,"Adventure,Comedy,Sci-Fi",0.16058781697655566
71457,Hu-Man,0,1975,105,Sci-Fi,0.16057920582749619
283925,Luz,0,2019,84,Sci-Fi,0.16054955612814784
199246,Neverender,0,2011,79,"Comedy,Drama,Sci-Fi",0.16054955612814784
26220,La marca del muerto,0,1961,74,"Horror,Sci-Fi",0.1604877475594605
53001,Sweetwater,0,1988,115,"Drama,Sci-Fi,Thriller",0.1604405135151037
201784,Planet of the Vampire Women,0,2011,95,"Comedy,Sci-Fi",0.16041624170447735
91608,UFO: Prendeteli vivi.,0,1974,98,Sci-Fi,0.1603164703569764
174087,Among Us the Movie,0,2020,120,Sci-Fi,0.160300944957257
272022,Axel 2: Adventures of the Spacekids,0,2017,86,"Adventure,Animation,Sci-Fi",0.16023547826130757
59222,Möbius,0,1993,90,Sci-Fi,0.16023547826130757
106481,Spiders II: Breeding Ground,0,2001,96,"Action,Horror,Sci-Fi",0.16022657213044794
101942,Haytabo,0,1971,75,Sci-Fi,0.1601835581412285
280637,Time Loop,0,2019,83,"Adventure,Sci-Fi",0.160059834881814
197286,Empty,0,2011,82,"Drama,Horror,Sci-Fi",0.16001725734367225
239508,Plan 17: The Purple King,0,2002,50,Sci-Fi,0.1599889020985867
235733,Space Trucker Bruce,0,2014,87,"Comedy,Sci-Fi",0.15996684843062092
199011,Cudoviste iz Tamisa,0,2006,77,"Comedy,Mystery,Sci-Fi",0.15995185863858882
6538,Der Herr der Welt,0,1934,90,Sci-Fi,0.15995185863858882
77472,Otrávené svetlo,0,1921,\N,"Crime,Drama,Sci-Fi",0.1599447774655253
175473,Dimland,0,2021,75,"Fantasy,Romance,Sci-Fi",0.1598478981788338
31587,Flashman,0,1967,96,"Action,Crime,Sci-Fi",0.1598041387284019
250648,Bad Movie: The Movie,0,2016,90,"Comedy,Horror,Sci-Fi",0.15979906503081687
242392,Gone,0,2019,91,"Drama,Fantasy,Sci-Fi",0.15979523362213288
91021,Shepherd II,0,1999,\N,"Action,Sci-Fi",0.15979523362213288
38532,Creation of the Damned,0,1974,96,"Drama,Sci-Fi,Thriller",0.15979523362213288
18907,Lost Planet Airmen,0,1951,65,"Action,Crime,Sci-Fi",0.1597746791049179
161271,Autumn,0,2009,110,"Horror,Sci-Fi,Thriller",0.15972786527885313
239457,Things to Come,0,1976,97,Sci-Fi,0.15965546450363435
219119,Inverse,0,2014,100,"Mystery,Sci-Fi",0.15964983023295615
54888,Flight from Paradise,0,1990,112,"Action,Adventure,Sci-Fi",0.1595041958766009
217097,Red City,0,2012,101,"Sci-Fi,Thriller",0.15948645859001823
88987,Lusty Transparent Man,0,1978,65,"Comedy,Sci-Fi",0.15948645859001823
18467,Two Lost Worlds,0,1951,61,"Adventure,Romance,Sci-Fi",0.15944769851111662
165731,From the Dark,0,2009,87,"Drama,Horror,Sci-Fi",0.15943761456290007
190268,What to Do with the Dead Kaiju?,0,2022,115,"Comedy,Drama,Sci-Fi",0.15937628681035443
241697,Turn A Gundam: Earth Light,0,2002,120,"Animation,Sci-Fi,War",0.15936639115976836
77670,Tayna vechnoy nochi,0,1956,76,Sci-Fi,0.15936107303863875
