,primaryTitle,isAdult,startYear,runtimeMinutes,genres,PolloRating
173972,Inception,0,2010,148,"Action,Adventure,Sci-Fi",0.8723080472139657
69634,The Matrix,0,1999,136,"Action,Sci-Fi",0.8501528507354585
140816,Interstellar,0,2014,169,"Adventure,Drama,Sci-Fi",0.8384936050203443
136782,The Prestige,0,2006,130,"Drama,Mystery,Sci-Fi",0.8099144859742653
56821,Terminator 2: Judgment Day,0,1991,137,"Action,Sci-Fi",0.8081957654816592
48575,Back to the Future,0,1985,116,"Adventure,Comedy,Sci-Fi",0.8042529154962316
241997,Avengers: Infinity War,0,2018,149,"Action,Adventure,Sci-Fi",0.78895443869902
42568,Alien,0,1979,117,"Horror,Sci-Fi",0.7862696852723815
116918,Eternal Sunshine of the Spotless Mind,0,2004,108,"Drama,Romance,Sci-Fi",0.7752279070665475
131024,V for Vendetta,0,2005,132,"Action,Drama,Sci-Fi",0.7716160687980151
49653,Aliens,0,1986,137,"Action,Adventure,Sci-Fi",0.7652271541515459
59016,Jurassic Park,0,1993,127,"Action,Adventure,Sci-Fi",0.7648836855898201
142097,The Avengers,0,2012,143,"Action,Sci-Fi",0.7644261996638191
35110,A Clockwork Orange,0,1971,136,"Crime,Sci-Fi",0.7642761676159082
175104,Mad Max: Fury Road,0,2015,120,"Action,Adventure,Sci-Fi",0.7563816607230469
32191,2001: A Space Odyssey,0,1968,149,"Adventure,Sci-Fi",0.7522791844725566
48368,The Terminator,0,1984,107,"Action,Sci-Fi",0.7482237599353623
45615,Blade Runner,0,1982,117,"Action,Drama,Sci-Fi",0.7418279337144763
231542,Logan,0,2017,137,"Action,Drama,Sci-Fi",0.7415936582120736
122504,Iron Man,0,2008,126,"Action,Adventure,Sci-Fi",0.7404653915810512
236106,The Martian,0,2015,144,"Adventure,Drama,Sci-Fi",0.7384946479288788
97788,Donnie Darko,0,2001,113,"Drama,Mystery,Sci-Fi",0.7348510103153522
220153,Star Wars: Episode VII - The Force Awakens,0,2015,138,"Action,Adventure,Sci-Fi",0.7241745696713292
197314,Her,0,2013,126,"Drama,Romance,Sci-Fi",0.720868832499125
62676,12 Monkeys,0,1995,129,"Mystery,Sci-Fi,Thriller",0.7207156752271211
199296,Captain America: The Winter Soldier,0,2014,136,"Action,Adventure,Sci-Fi",0.7193471589689905
200613,X-Men: Days of Future Past,0,2014,132,"Action,Adventure,Sci-Fi",0.7192440393793786
221017,Arrival,0,2016,116,"Drama,Mystery,Sci-Fi",0.7184266282161099
46332,The Thing,0,1982,109,"Horror,Mystery,Sci-Fi",0.7183921527235505
190619,Edge of Tomorrow,0,2014,113,"Action,Adventure,Sci-Fi",0.717103667449306
156699,District 9,0,2009,112,"Action,Sci-Fi,Thriller",0.7169561022251328
233988,Captain America: Civil War,0,2016,147,"Action,Sci-Fi",0.7157719485558046
139891,Star Trek,0,2009,127,"Action,Adventure,Sci-Fi",0.7101990997605903
179544,Gravity,0,2013,91,"Drama,Sci-Fi,Thriller",0.7087573477741799
237379,Rogue One: A Star Wars Story,0,2016,133,"Action,Adventure,Sci-Fi",0.7047431029625804
89594,Children of Men,0,2006,109,"Action,Drama,Sci-Fi",0.7005521990574486
165821,X-Men: First Class,0,2011,131,"Action,Sci-Fi",0.6995779904472555
53297,Back to the Future Part II,0,1989,108,"Adventure,Comedy,Sci-Fi",0.6951979593992309
45758,E.T. the Extra-Terrestrial,0,1982,115,"Adventure,Family,Sci-Fi",0.6901019874004186
135343,Ex Machina,0,2014,108,"Drama,Sci-Fi,Thriller",0.687506817244684
73097,Spider-Man,0,2002,121,"Action,Adventure,Sci-Fi",0.6807737629950907
176227,Star Trek Into Darkness,0,2013,132,"Action,Adventure,Sci-Fi",0.6807288964408059
202662,The Hunger Games: Catching Fire,0,2013,146,"Action,Adventure,Sci-Fi",0.6795634021131973
2774,Metropolis,0,1927,153,"Drama,Sci-Fi",0.6769590284028042
169282,Rise of the Planet of the Apes,0,2011,105,"Action,Drama,Sci-Fi",0.6767640895059933
218191,Avengers: Age of Ultron,0,2015,141,"Action,Adventure,Sci-Fi",0.6742707014863134
160066,Moon,0,2009,97,"Drama,Mystery,Sci-Fi",0.6742423669630419
108278,The Butterfly Effect,0,2004,113,"Drama,Sci-Fi,Thriller",0.6729415876805608
64726,The Fifth Element,0,1997,126,"Action,Adventure,Sci-Fi",0.6712671909433157
213370,Spider-Man: Homecoming,0,2017,133,"Action,Adventure,Sci-Fi",0.6701290152134725
113333,Spider-Man 2,0,2004,127,"Action,Adventure,Sci-Fi",0.6697020230255237
198310,Black Panther,0,2018,134,"Action,Adventure,Sci-Fi",0.669348696953785
267284,A Quiet Place,0,2018,90,"Drama,Horror,Sci-Fi",0.6684342704921389
175103,The Hunger Games,0,2012,142,"Action,Adventure,Sci-Fi",0.6680665252892494
64764,Gattaca,0,1997,106,"Drama,Sci-Fi,Thriller",0.6656789940669596
216176,PK,0,2014,153,"Comedy,Drama,Sci-Fi",0.665002319286255
123883,Serenity,0,2005,119,"Action,Adventure,Sci-Fi",0.6638244502423745
162490,Limitless,0,2011,105,"Sci-Fi,Thriller",0.6632210447114361
166178,Looper,0,2012,119,"Action,Drama,Sci-Fi",0.6632029842120288
136311,Ant-Man,0,2015,117,"Action,Comedy,Sci-Fi",0.6620581695111903
108400,X2: X-Men United,0,2003,134,"Action,Sci-Fi,Thriller",0.6608984851922022
65815,X-Men,0,2000,104,"Action,Adventure,Sci-Fi",0.6574777203074365
108064,28 Days Later,0,2002,113,"Drama,Horror,Sci-Fi",0.6557009797127917
167934,Iron Man 3,0,2013,130,"Action,Adventure,Sci-Fi",0.6549963449452281
32785,Planet of the Apes,0,1968,112,"Adventure,Sci-Fi",0.6545207173627674
48620,Brazil,0,1985,132,"Drama,Sci-Fi",0.6519349567036674
47918,Nausicaä of the Valley of the Wind,0,1984,117,"Adventure,Animation,Sci-Fi",0.6511097553775668
54547,Back to the Future Part III,0,1990,118,"Adventure,Comedy,Sci-Fi",0.6508484407436099
139078,Man of Steel,0,2013,143,"Action,Adventure,Sci-Fi",0.6502493361853922
192556,Ready Player One,0,2018,140,"Action,Adventure,Sci-Fi",0.6498476239602862
267869,Tenet,0,2020,150,"Action,Sci-Fi,Thriller",0.6486362192045748
95054,The Matrix Reloaded,0,2003,138,"Action,Sci-Fi",0.6468668771576073
43384,Stalker,0,1979,162,"Drama,Sci-Fi",0.6467042768387615
55587,Total Recall,0,1990,113,"Action,Adventure,Sci-Fi",0.6444546078141432
156055,Don't Look Up,0,2021,138,"Comedy,Drama,Sci-Fi",0.6423381615586641
51634,RoboCop,0,1987,102,"Action,Crime,Sci-Fi",0.6405886388972928
173745,Cloud Atlas,0,2012,172,"Drama,Mystery,Sci-Fi",0.6398830030777614
91991,Unbreakable,0,2000,106,"Drama,Mystery,Sci-Fi",0.6385587229961953
133943,Captain America: The First Avenger,0,2011,124,"Action,Adventure,Sci-Fi",0.6362736792920461
64586,Contact,0,1997,150,"Drama,Mystery,Sci-Fi",0.6349483821223569
163073,Iron Man 2,0,2010,124,"Action,Sci-Fi",0.6347455399843662
64710,Face/Off,0,1997,138,"Action,Crime,Sci-Fi",0.6335894104422994
117788,"I, Robot",0,2004,115,"Action,Mystery,Sci-Fi",0.633448551198944
128864,Transformers,0,2007,144,"Action,Adventure,Sci-Fi",0.6322024335092921
179107,Prometheus,0,2012,124,"Adventure,Mystery,Sci-Fi",0.6300219315201798
218277,Predestination,0,2014,97,"Action,Drama,Sci-Fi",0.6280269205738147
40834,Close Encounters of the Third Kind,0,1977,138,"Drama,Sci-Fi",0.6278243813957405
63494,Independence Day,0,1996,145,"Action,Adventure,Sci-Fi",0.6272740955519267
95984,Equilibrium,0,2002,107,"Action,Drama,Sci-Fi",0.6270652186215763
64618,Dark City,0,1998,100,"Fantasy,Mystery,Sci-Fi",0.6270532103608195
144454,The Amazing Spider-Man,0,2012,136,"Action,Adventure,Sci-Fi",0.6245451491463967
122165,Jurassic World,0,2015,124,"Action,Adventure,Sci-Fi",0.6235372261576618
181470,Oblivion,0,2013,124,"Action,Adventure,Sci-Fi",0.6231690258909988
49932,The Fly,0,1986,96,"Drama,Horror,Sci-Fi",0.6231122356867389
45043,The Road Warrior,0,1981,96,"Action,Adventure,Sci-Fi",0.6220342130707127
65380,Starship Troopers,0,1997,129,"Action,Adventure,Sci-Fi",0.621761508039469
36741,Solaris,0,1972,167,"Drama,Mystery,Sci-Fi",0.6181066212866738
131343,Alita: Battle Angel,0,2019,122,"Action,Adventure,Sci-Fi",0.6171856246843158
266145,Upgrade,0,2018,100,"Action,Sci-Fi,Thriller",0.6155013888522098
90858,A.I. Artificial Intelligence,0,2001,146,"Drama,Sci-Fi",0.6149501988538875
193655,Snowpiercer,0,2013,126,"Action,Drama,Sci-Fi",0.6142165234260465
191889,Pacific Rim,0,2013,131,"Action,Adventure,Sci-Fi",0.6120505652771937
172681,Passengers,0,2016,116,"Drama,Romance,Sci-Fi",0.6113592181301521
46294,Star Trek II: The Wrath of Khan,0,1982,113,"Action,Adventure,Sci-Fi",0.6096397406916759
241994,Captain Marvel,0,2019,123,"Action,Adventure,Sci-Fi",0.6084754180217724
143021,The Mist,0,2007,126,"Horror,Sci-Fi,Thriller",0.6072440194894962
133296,Deja Vu,0,2006,126,"Action,Crime,Sci-Fi",0.6068941214776415
5969,King Kong,0,1933,100,"Adventure,Horror,Sci-Fi",0.6066489264949425
104006,K-PAX,0,2001,120,"Drama,Mystery,Sci-Fi",0.6063177574322246
232407,X-Men: Apocalypse,0,2016,144,"Action,Adventure,Sci-Fi",0.6054552871158075
132649,Sunshine,0,2007,107,"Sci-Fi,Thriller",0.6050124722631185
191451,Super 8,0,2011,112,"Action,Mystery,Sci-Fi",0.6042329182893413
42405,Superman,0,1978,143,"Action,Adventure,Sci-Fi",0.6040456211538761
279757,A Quiet Place Part II,0,2020,97,"Drama,Horror,Sci-Fi",0.6020892899410601
130869,Real Steel,0,2011,127,"Action,Drama,Sci-Fi",0.6013643856129813
65616,Blade,0,1998,120,"Action,Horror,Sci-Fi",0.6013054752958323
171784,Dredd,0,2012,95,"Action,Crime,Sci-Fi",0.6011344678671727
80664,Galaxy Quest,0,1999,102,"Adventure,Comedy,Sci-Fi",0.6007679960361217
197057,The Maze Runner,0,2014,113,"Action,Mystery,Sci-Fi",0.6002482749299659
233530,The Lobster,0,2015,119,"Drama,Romance,Sci-Fi",0.5985397722925466
124613,G.O.R.A.,0,2004,127,"Adventure,Comedy,Sci-Fi",0.5976956410732251
18682,The Day the Earth Stood Still,0,1951,92,"Drama,Sci-Fi",0.5964892079688789
96794,The Matrix Revolutions,0,2003,129,"Action,Sci-Fi",0.595304629362216
237742,Solo: A Star Wars Story,0,2018,135,"Action,Adventure,Sci-Fi",0.5952912588900715
70106,Pitch Black,0,2000,109,"Action,Horror,Sci-Fi",0.5945279829938508
177801,The Wolverine,0,2013,126,"Action,Sci-Fi",0.5910467165271607
4674,Frankenstein,0,1931,70,"Drama,Horror,Sci-Fi",0.5910335767409433
174602,The Adjustment Bureau,0,2011,106,"Romance,Sci-Fi,Thriller",0.5893895667566406
107352,Signs,0,2002,106,"Drama,Mystery,Sci-Fi",0.5885093232290339
193647,Chronicle,0,2012,89,"Action,Drama,Sci-Fi",0.5882764287202092
223066,Star Trek Beyond,0,2016,122,"Action,Adventure,Sci-Fi",0.5872905863908257
65602,Armageddon,0,1998,151,"Action,Adventure,Sci-Fi",0.5869673589996571
123378,X-Men: The Last Stand,0,2006,104,"Action,Adventure,Sci-Fi",0.586665982090926
190812,In Time,0,2011,109,"Action,Sci-Fi,Thriller",0.5854827183226968
162188,The World's End,0,2013,109,"Action,Comedy,Sci-Fi",0.5853018434218769
200435,The Amazing Spider-Man 2,0,2014,142,"Action,Adventure,Sci-Fi",0.58525916057328
154124,TRON: Legacy,0,2010,125,"Action,Adventure,Sci-Fi",0.5850293689384509
279120,The Platform,0,2019,94,"Horror,Sci-Fi,Thriller",0.5847453271524445
140005,The Incredible Hulk,0,2008,112,"Action,Adventure,Sci-Fi",0.5846744083448292
165820,Venom,0,2018,112,"Action,Adventure,Sci-Fi",0.5843354275760797
51725,Spaceballs,0,1987,96,"Adventure,Comedy,Sci-Fi",0.5838968279638356
233780,Black Widow,0,2021,134,"Action,Adventure,Sci-Fi",0.5821897342993448
226888,Batman v Superman: Dawn of Justice,0,2016,151,"Action,Adventure,Sci-Fi",0.5818844415128852
126561,The Island,0,2005,136,"Action,Sci-Fi,Thriller",0.5818057728954138
184507,Melancholia,0,2011,135,"Drama,Sci-Fi",0.581688030244568
202663,The Hunger Games: Mockingjay - Part 1,0,2014,123,"Action,Adventure,Sci-Fi",0.5813841556812746
67584,Open Your Eyes,0,1997,119,"Drama,Mystery,Sci-Fi",0.5803534843119398
185101,Elysium,0,2013,109,"Action,Drama,Sci-Fi",0.5803455187348155
153160,Paul,0,2011,104,"Adventure,Comedy,Sci-Fi",0.5802174374401243
133969,X-Men Origins: Wolverine,0,2009,107,"Action,Sci-Fi",0.5768029495843249
61101,Stargate,0,1994,116,"Action,Adventure,Sci-Fi",0.5756148694098948
53034,They Live,0,1988,94,"Action,Horror,Sci-Fi",0.5738677138334997
225520,Coherence,0,2013,89,"Drama,Mystery,Sci-Fi",0.5733633443915735
127535,War of the Worlds,0,2005,116,"Action,Adventure,Sci-Fi",0.5717580745643337
170748,Never Let Me Go,0,2010,103,"Drama,Romance,Sci-Fi",0.5706278418849186
44806,Escape from New York,0,1981,99,"Action,Adventure,Sci-Fi",0.5703046079050602
7050,The Bride of Frankenstein,0,1935,75,"Drama,Horror,Sci-Fi",0.5697960838584127
224088,Bird Box,0,2018,124,"Horror,Mystery,Sci-Fi",0.5690929526888178
192457,Take Shelter,0,2011,121,"Drama,Horror,Sci-Fi",0.5687299174811238
64994,The Lost World: Jurassic Park,0,1997,129,"Action,Adventure,Sci-Fi",0.5686372273579449
225584,Lucy,0,2014,89,"Action,Sci-Fi,Thriller",0.5674198983729565
128175,Spider-Man 3,0,2007,139,"Action,Adventure,Sci-Fi",0.5658792310261355
61624,The City of Lost Children,0,1995,112,"Drama,Fantasy,Sci-Fi",0.5645693160717727
22788,Invasion of the Body Snatchers,0,1956,80,"Drama,Horror,Sci-Fi",0.5640695223535203
250466,Maanaadu,0,2021,147,"Action,Adventure,Sci-Fi",0.5639186812916409
113945,The Day After Tomorrow,0,2004,124,"Action,Adventure,Sci-Fi",0.5629781717822229
43087,Mad Max,0,1979,88,"Action,Adventure,Sci-Fi",0.5628413097795898
135024,The Host,0,2006,120,"Drama,Horror,Sci-Fi",0.5625199421322085
131494,Terminator Salvation,0,2009,115,"Action,Adventure,Sci-Fi",0.5621839530158392
153538,Nope,0,2022,130,"Horror,Mystery,Sci-Fi",0.5617042399278902
141495,Godzilla,0,2014,123,"Action,Adventure,Sci-Fi",0.5593439375957461
202664,The Hunger Games: Mockingjay - Part 2,0,2015,137,"Action,Adventure,Sci-Fi",0.558373015141294
126852,John Carter,0,2012,132,"Action,Adventure,Sci-Fi",0.5583128483108393
65752,Resident Evil,0,2002,100,"Action,Horror,Sci-Fi",0.5581764060704119
47390,Videodrome,0,1983,87,"Horror,Sci-Fi,Thriller",0.5577706071992449
84167,Blade II,0,2002,117,"Action,Horror,Sci-Fi",0.557066009908132
268653,Glass,0,2019,129,"Drama,Horror,Sci-Fi",0.5537735309388936
47409,WarGames,0,1983,114,"Action,Drama,Sci-Fi",0.5532608637580078
194677,Ender's Game,0,2013,114,"Action,Adventure,Sci-Fi",0.5527774383688346
122497,The Hitchhiker's Guide to the Galaxy,0,2005,109,"Adventure,Comedy,Sci-Fi",0.5524055810122231
42006,Invasion of the Body Snatchers,0,1978,115,"Horror,Sci-Fi",0.5520432488230411
255125,Life,0,2017,104,"Horror,Sci-Fi,Thriller",0.5513365757741804
109672,The Chronicles of Riddick,0,2004,119,"Action,Adventure,Sci-Fi",0.550627822819526
82123,Terminator 3: Rise of the Machines,0,2003,109,"Action,Sci-Fi",0.5491095973148071
90856,2046,0,2004,129,"Drama,Romance,Sci-Fi",0.5487607892508498
22681,Forbidden Planet,0,1956,98,"Adventure,Sci-Fi",0.5484415485762926
58679,Demolition Man,0,1993,115,"Action,Sci-Fi,Thriller",0.547710410124361
65814,The X Files,0,1998,121,"Drama,Mystery,Sci-Fi",0.5473197413826084
56774,Star Trek VI: The Undiscovered Country,0,1991,110,"Action,Adventure,Sci-Fi",0.547185701229984
57031,Alien³,0,1992,114,"Action,Horror,Sci-Fi",0.5455791359681075
62597,Strange Days,0,1995,145,"Crime,Drama,Sci-Fi",0.5452521804072926
49304,The Return of the Living Dead,0,1985,91,"Comedy,Horror,Sci-Fi",0.5450933775411978
247707,Bumblebee,0,2018,114,"Action,Adventure,Sci-Fi",0.54492170167867
82405,Bicentennial Man,0,1999,132,"Drama,Sci-Fi",0.5446897615063175
160487,Triangle,0,2009,99,"Fantasy,Mystery,Sci-Fi",0.5446858766267123
46646,The Dead Zone,0,1983,103,"Drama,Horror,Sci-Fi",0.5439257695332136
215396,Alien: Covenant,0,2017,122,"Horror,Sci-Fi,Thriller",0.5429049351793221
175552,Transformers: Dark of the Moon,0,2011,154,"Action,Adventure,Sci-Fi",0.5413846128244051
37530,Fantastic Planet,0,1973,72,"Animation,Sci-Fi",0.5410187883698246
64701,Event Horizon,0,1997,96,"Horror,Sci-Fi,Thriller",0.5404825803075688
49288,Re-Animator,0,1985,84,"Comedy,Horror,Sci-Fi",0.540089459384111
37305,Ivan Vasilyevich Changes His Profession,0,1973,88,"Adventure,Comedy,Sci-Fi",0.5399840662114047
5948,The Invisible Man,0,1933,71,"Horror,Sci-Fi",0.5396572935740873
26482,The Time Machine,0,1960,103,"Adventure,Romance,Sci-Fi",0.5395503460451447
48069,1984,0,1984,113,"Drama,Sci-Fi",0.5374613301322017
128330,District B13,0,2004,84,"Action,Crime,Sci-Fi",0.5357451562024806
186282,Another Earth,0,2011,92,"Drama,Romance,Sci-Fi",0.5349079089366845
63700,Mars Attacks!,0,1996,106,"Comedy,Sci-Fi",0.5338294879001412
171447,Terminator Genisys,0,2015,126,"Action,Adventure,Sci-Fi",0.5337414728969162
51644,The Running Man,0,1987,101,"Action,Sci-Fi,Thriller",0.5331725259753984
44365,Superman II,0,1980,127,"Action,Adventure,Sci-Fi",0.5327584677216256
125583,Primer,0,2004,77,"Drama,Sci-Fi,Thriller",0.5323933251365515
136560,Timecrimes,0,2007,92,"Horror,Mystery,Sci-Fi",0.5315103789855238
46359,Tron,0,1982,96,"Action,Adventure,Sci-Fi",0.5304755858401258
200267,Batman v Superman: Dawn of Justice (Ultimate Edition),0,2016,182,"Action,Adventure,Sci-Fi",0.5300757127880625
21144,Godzilla,0,1954,96,"Horror,Sci-Fi",0.5299538752715279
133152,Death Race,0,2008,105,"Action,Sci-Fi,Thriller",0.529881674440021
240685,Maze Runner: The Scorch Trials,0,2015,131,"Action,Adventure,Sci-Fi",0.5298146654732838
71618,The Thirteenth Floor,0,1999,100,"Mystery,Sci-Fi,Thriller",0.5297453417999878
65817,eXistenZ,0,1999,97,"Horror,Mystery,Sci-Fi",0.5296440236029045
232911,Finch,0,2021,115,"Adventure,Drama,Sci-Fi",0.5294421143039292
216765,Lucia,0,2013,135,"Drama,Sci-Fi,Thriller",0.529108724120635
125122,Idiocracy,0,2006,84,"Adventure,Comedy,Sci-Fi",0.5279332652551775
166956,A.R.O.G,0,2008,127,"Comedy,Fantasy,Sci-Fi",0.5259672918631538
37658,Soylent Green,0,1973,97,"Crime,Mystery,Sci-Fi",0.5250022705767585
69831,The Faculty,0,1998,104,"Horror,Mystery,Sci-Fi",0.5236057338739895
163277,Hot Tub Time Machine,0,2010,101,"Comedy,Sci-Fi",0.5224681395238718
249361,Jurassic World: Fallen Kingdom,0,2018,128,"Action,Adventure,Sci-Fi",0.5224080154551991
250926,Godzilla vs. Kong,0,2021,113,"Action,Sci-Fi,Thriller",0.5222644719816266
174688,Total Recall,0,2012,118,"Action,Adventure,Sci-Fi",0.5215271660591448
178557,Perfect Sense,0,2011,92,"Drama,Romance,Sci-Fi",0.5209081457538659
137465,Jumper,0,2008,88,"Action,Adventure,Sci-Fi",0.5208506326777451
64389,Alien: Resurrection,0,1997,109,"Action,Horror,Sci-Fi",0.5205313237322895
176442,Riddick,0,2013,119,"Action,Adventure,Sci-Fi",0.5203699939214761
30752,Fahrenheit 451,0,1966,112,"Drama,Sci-Fi",0.5198238039954863
228049,Hardcore Henry,0,2015,96,"Action,Adventure,Sci-Fi",0.5196692028060018
62752,Waterworld,0,1995,135,"Action,Adventure,Sci-Fi",0.5191987792718324
225921,The Divergent Series: Insurgent,0,2015,119,"Action,Adventure,Sci-Fi",0.5189992485720083
121879,The Manchurian Candidate,0,2004,129,"Drama,Mystery,Sci-Fi",0.5182323007096056
132630,Knowing,0,2009,121,"Action,Mystery,Sci-Fi",0.5181467590819634
264175,I Am Mother,0,2019,113,"Drama,Mystery,Sci-Fi",0.5177164947517949
118500,Superman Returns,0,2006,154,"Action,Adventure,Sci-Fi",0.5173357961855041
211987,Transcendence,0,2014,119,"Action,Drama,Sci-Fi",0.5170950811433176
226887,The Purge: Anarchy,0,2014,103,"Action,Horror,Sci-Fi",0.516444098376962
150403,Transformers: Revenge of the Fallen,0,2009,149,"Action,Adventure,Sci-Fi",0.5149252661490656
145478,Surrogates,0,2009,89,"Action,Sci-Fi,Thriller",0.5138895031854148
245931,Overlord,0,2018,110,"Action,Horror,Sci-Fi",0.5136417371815346
34989,The Andromeda Strain,0,1971,131,"Mystery,Sci-Fi,Thriller",0.5130280568877207
55340,Predator 2,0,1990,108,"Action,Horror,Sci-Fi",0.5128684614328305
37790,Westworld,0,1973,88,"Action,Sci-Fi,Thriller",0.5125191251699849
37650,Sleeper,0,1973,89,"Comedy,Sci-Fi",0.5120263969185206
47696,Dune,0,1984,137,"Action,Adventure,Sci-Fi",0.510755703277224
130760,Resident Evil: Extinction,0,2007,94,"Action,Horror,Sci-Fi",0.5106146924602758
48322,Starman,0,1984,115,"Romance,Sci-Fi",0.5102447864737911
180296,I Am Number Four,0,2011,111,"Action,Adventure,Sci-Fi",0.51023415949877
31146,Seconds,0,1966,106,"Sci-Fi,Thriller",0.5097213230421966
49555,Weird Science,0,1985,94,"Comedy,Romance,Sci-Fi",0.5092054807794824
130885,Daybreakers,0,2009,98,"Action,Horror,Sci-Fi",0.5090604362842358
163510,RoboCop,0,2014,117,"Action,Crime,Sci-Fi",0.5087152749696934
265743,Terminator: Dark Fate,0,2019,128,"Action,Adventure,Sci-Fi",0.5069374777294622
65641,Deep Impact,0,1998,120,"Action,Drama,Sci-Fi",0.506883223278775
76819,Jurassic Park III,0,2001,92,"Action,Adventure,Sci-Fi",0.5058109966676615
131134,The Giver,0,2014,97,"Drama,Romance,Sci-Fi",0.5057163864499947
209430,Self/less,0,2015,117,"Action,Mystery,Sci-Fi",0.5055747097898152
50114,Kin-dza-dza!,0,1986,135,"Comedy,Drama,Sci-Fi",0.5053091774780024
23637,The Incredible Shrinking Man,0,1957,81,"Horror,Sci-Fi",0.5046637653236306
48320,Star Trek III: The Search for Spock,0,1984,105,"Action,Adventure,Sci-Fi",0.5043246281634133
222861,Midnight Special,0,2016,112,"Drama,Mystery,Sci-Fi",0.5040438402218406
40207,Logan's Run,0,1976,119,"Action,Adventure,Sci-Fi",0.5037048900081095
160694,2012,0,2009,158,"Action,Adventure,Sci-Fi",0.5033799045957739
113797,Resident Evil: Apocalypse,0,2004,94,"Action,Horror,Sci-Fi",0.5032258352835806
131150,Next,0,2007,96,"Action,Sci-Fi,Thriller",0.5018651045694126
48677,Cocoon,0,1985,117,"Comedy,Drama,Sci-Fi",0.5013134459431194
54866,Flatliners,0,1990,115,"Drama,Horror,Sci-Fi",0.5001276498688818
62206,Memories,0,1995,113,"Animation,Sci-Fi,Thriller",0.499495105510503
90245,The Cell,0,2000,107,"Crime,Horror,Sci-Fi",0.4993885637549335
127813,Cowboys & Aliens,0,2011,119,"Action,Sci-Fi,Thriller",0.49907079116590536
245587,Maze Runner: The Death Cure,0,2018,143,"Action,Adventure,Sci-Fi",0.497774364495675
131690,Slither,0,2006,95,"Comedy,Horror,Sci-Fi",0.4977479688231043
20844,The War of the Worlds,0,1953,85,"Action,Sci-Fi,Thriller",0.4967736869673814
212628,Rampage,0,2018,107,"Action,Adventure,Sci-Fi",0.49659049721143655
49050,Mad Max Beyond Thunderdome,0,1985,107,"Action,Adventure,Sci-Fi",0.49590469666672793
44285,Scanners,0,1981,103,"Horror,Sci-Fi,Thriller",0.49576064069904685
19170,The Thing from Another World,0,1951,87,"Horror,Sci-Fi",0.49562131675841814
143577,The Thing,0,2011,103,"Horror,Mystery,Sci-Fi",0.4946997304800823
143692,Frequently Asked Questions About Time Travel,0,2009,83,"Comedy,Sci-Fi",0.4945159935599987
43385,Star Trek: The Motion Picture,0,1979,143,"Adventure,Mystery,Sci-Fi",0.4939259623096288
116987,Paycheck,0,2003,119,"Action,Mystery,Sci-Fi",0.4937636086690352
47475,2010: The Year We Make Contact,0,1984,116,"Adventure,Mystery,Sci-Fi",0.4933630702399892
150216,Repo Men,0,2010,111,"Action,Sci-Fi,Thriller",0.4930032359951132
50498,Short Circuit,0,1986,98,"Comedy,Family,Sci-Fi",0.4926945536171882
270737,Venom: Let There Be Carnage,0,2021,97,"Action,Sci-Fi,Thriller",0.4920546225257177
34824,THX 1138,0,1971,86,"Drama,Sci-Fi,Thriller",0.4916208429950252
5191,Dr. Jekyll and Mr. Hyde,0,1931,98,"Horror,Sci-Fi",0.4916150819711729
168293,Enthiran,0,2010,155,"Action,Sci-Fi,Thriller",0.49150312355037684
43561,Altered States,0,1980,102,"Horror,Sci-Fi,Thriller",0.48920242585098467
282437,M3GAN,0,2022,102,"Horror,Sci-Fi,Thriller",0.4884655206468768
31212,The Face of Another,0,1966,122,"Drama,Horror,Sci-Fi",0.4882527223784008
99407,Star Trek: Nemesis,0,2002,116,"Action,Adventure,Sci-Fi",0.48821575060043776
49289,Real Genius,0,1985,108,"Comedy,Romance,Sci-Fi",0.48820734652569675
21552,Them!,0,1954,94,"Horror,Sci-Fi",0.4876748203133581
181536,Redline,0,2009,102,"Action,Animation,Sci-Fi",0.4873280193412438
178592,Battleship,0,2012,131,"Action,Adventure,Sci-Fi",0.4867641746230349
65775,Star Trek: Insurrection,0,1998,103,"Action,Adventure,Sci-Fi",0.4858952848437564
41688,The Boys from Brazil,0,1978,125,"Drama,Mystery,Sci-Fi",0.4854369704324354
98752,Evolution,0,2001,101,"Comedy,Sci-Fi",0.485308684103255
24423,The Fly,0,1958,94,"Drama,Horror,Sci-Fi",0.48371536063663173
43133,Moonraker,0,1979,126,"Action,Adventure,Sci-Fi",0.4833594639216669
47944,The Last Starfighter,0,1984,101,"Action,Adventure,Sci-Fi",0.4832192148680621
21023,Creature from the Black Lagoon,0,1954,79,"Horror,Sci-Fi",0.48302310328205367
26528,Village of the Damned,0,1960,77,"Horror,Sci-Fi",0.4830118419362217
48262,Sexmission,0,1984,117,"Adventure,Comedy,Sci-Fi",0.48201284733889904
43838,Flash Gordon,0,1980,111,"Action,Adventure,Sci-Fi",0.48151796878439534
128944,Land of the Dead,0,2005,93,"Horror,Sci-Fi,Thriller",0.4810733083402874
219274,Project Almanac,0,2015,106,"Drama,Mystery,Sci-Fi",0.4809324488409444
197205,Frankenstein,0,2011,130,"Drama,Sci-Fi",0.4807598930361179
29752,Alphaville,0,1965,99,"Drama,Mystery,Sci-Fi",0.48064868771254
268473,The Vast of Night,0,2019,91,"Drama,Mystery,Sci-Fi",0.4804350581833247
54348,UHF,0,1989,97,"Comedy,Sci-Fi",0.47975296152671926
